1607534947.159329,/autopilot/locks/altitude,,S
1607534947.7168398,/velocities/vertical-speed-fps,-0.0005068741739,G
1607534947.7188435,/controls/flight/elevator,-2.5343708695e-06,S
1607534948.1175246,/velocities/vertical-speed-fps,-0.0005037452793,G
1607534948.1185203,/controls/flight/elevator,-2.6324884435058196e-06,S
1607534948.51849,/velocities/vertical-speed-fps,-0.3122188449,G
1607534948.5214412,/controls/flight/elevator,-0.0015613204789592236,S
1607534949.1172528,/velocities/vertical-speed-fps,-0.9377484918,G
1607534949.1192164,/controls/flight/elevator,-0.0047590414943522955,S
1607534949.5163941,/velocities/vertical-speed-fps,-1.29844892,G
1607534949.5184252,/controls/flight/elevator,-0.006772659822620489,S
1607534950.1165884,/velocities/vertical-speed-fps,-1.681010604,G
1607534950.1175933,/controls/flight/elevator,-0.008975491511121243,S
1607534950.515999,/velocities/vertical-speed-fps,-1.843473077,G
1607534950.5179944,/controls/flight/elevator,-0.010162242193692208,S
1607534951.1166685,/velocities/vertical-speed-fps,-1.965385795,G
1607534951.117696,/controls/flight/elevator,-0.011180839405765539,S
1607534951.5156722,/velocities/vertical-speed-fps,-1.981133223,G
1607534951.5176659,/controls/flight/elevator,-0.011693932003934463,S
1607534952.1162782,/velocities/vertical-speed-fps,-1.934916973,G
1607534952.1182768,/controls/flight/elevator,-0.011898574183334523,S
1607534952.5164008,/velocities/vertical-speed-fps,-1.867862582,G
1607534952.5183978,/controls/flight/elevator,-0.011986479775181214,S
1607534953.1163402,/velocities/vertical-speed-fps,-1.738985062,G
1607534953.118337,/controls/flight/elevator,-0.03674810953254276,S
1607534953.5160384,/velocities/vertical-speed-fps,-1.639046431,G
1607534953.5200512,/controls/flight/elevator,-0.03774567582746601,S
1607534954.1158354,/velocities/vertical-speed-fps,-0.5447927117,G
1607534954.1178675,/controls/flight/elevator,-0.0337417689981583,S
1607534954.515536,/velocities/vertical-speed-fps,0.3317491412,G
1607534954.517568,/controls/flight/elevator,-0.030573510409797642,S
1607534955.1163828,/velocities/vertical-speed-fps,1.431262374,G
1607534955.1183848,/controls/flight/elevator,-0.026087608141078213,S
1607534955.5161674,/velocities/vertical-speed-fps,2.017456055,G
1607534955.5181818,/controls/flight/elevator,-0.023916484905938066,S
1607534956.1153038,/velocities/vertical-speed-fps,2.647237778,G
1607534956.1173313,/controls/flight/elevator,-0.021392067324053143,S
1607534956.5173237,/velocities/vertical-speed-fps,2.936021566,G
1607534956.5193095,/controls/flight/elevator,-0.02042817753000769,S
1607534957.1145086,/velocities/vertical-speed-fps,3.198923349,G
1607534957.1175096,/controls/flight/elevator,-0.019526489423792696,S
1607534957.5145187,/velocities/vertical-speed-fps,3.289315939,G
1607534957.516451,/controls/flight/elevator,-0.01942628306511949,S
1607534958.1180875,/velocities/vertical-speed-fps,3.329186916,G
1607534958.120085,/controls/flight/elevator,-0.019556642806572575,S
1607534958.5144536,/velocities/vertical-speed-fps,3.310463905,G
1607534958.5164528,/controls/flight/elevator,-0.019969379449732944,S
1607534959.1160843,/velocities/vertical-speed-fps,3.239974022,G
1607534959.1180966,/controls/flight/elevator,-0.02064356099064452,S
1607534959.5144203,/velocities/vertical-speed-fps,3.175413132,G
1607534959.5164192,/controls/flight/elevator,-0.02130231356000128,S
1607534960.1132348,/velocities/vertical-speed-fps,3.069063425,G
1607534960.1152537,/controls/flight/elevator,-0.02218282461132221,S
1607534960.5136807,/velocities/vertical-speed-fps,2.997246981,G
1607534960.5157166,/controls/flight/elevator,-0.022912798849279322,S
1607534961.1139424,/velocities/vertical-speed-fps,2.897539854,G
1607534961.1159356,/controls/flight/elevator,-0.023796495040973697,S
1607534961.513046,/velocities/vertical-speed-fps,2.838764429,G
1607534961.5150583,/controls/flight/elevator,-0.02449598983805217,S
1607534962.1138783,/velocities/vertical-speed-fps,2.766365767,G
1607534962.114895,/controls/flight/elevator,-0.025274769258032927,S
1607534962.5128558,/velocities/vertical-speed-fps,2.728638172,G
1607534962.5148215,/controls/flight/elevator,-0.02589436365610956,S
1607534963.1135762,/velocities/vertical-speed-fps,2.687537432,G
1607534963.115531,/controls/flight/elevator,-0.02653714189748732,S
1607534963.5133874,/velocities/vertical-speed-fps,2.670732498,G
1607534963.5154152,/controls/flight/elevator,-0.027065484778809032,S
1607534964.11312,/velocities/vertical-speed-fps,2.657735109,G
1607534964.115113,/controls/flight/elevator,-0.02757634556191628,S
1607534964.5122695,/velocities/vertical-speed-fps,2.657096863,G
1607534964.5142255,/controls/flight/elevator,-0.02802610393864205,S
1607534965.1119192,/velocities/vertical-speed-fps,2.666471004,G
1607534965.1138957,/controls/flight/elevator,-0.028423716364365897,S
1607534965.5118306,/velocities/vertical-speed-fps,2.679618359,G
1607534965.5137956,/controls/flight/elevator,-0.028798141933678783,S
1607534966.111847,/velocities/vertical-speed-fps,2.703551054,G
1607534966.1138723,/controls/flight/elevator,-0.029113494712342747,S
1607534966.512653,/velocities/vertical-speed-fps,2.724144936,G
1607534966.5146387,/controls/flight/elevator,-0.0294380004867471,S
1607534967.1111467,/velocities/vertical-speed-fps,2.756994963,G
1607534967.1131167,/controls/flight/elevator,-0.029694471436100586,S
1607534967.5113962,/velocities/vertical-speed-fps,2.781572104,G
1607534967.513361,/controls/flight/elevator,-0.02998283565159853,S
1607534968.1141622,/velocities/vertical-speed-fps,2.81800127,G
1607534968.1170933,/controls/flight/elevator,-0.030204372569465496,S
1607534968.511648,/velocities/vertical-speed-fps,2.843585968,G
1607534968.512661,/controls/flight/elevator,-0.030469942346174096,S
1607534969.1110382,/velocities/vertical-speed-fps,2.880124569,G
1607534969.1130433,/controls/flight/elevator,-0.03067303786241438,S
1607534969.5136666,/velocities/vertical-speed-fps,2.905221224,G
1607534969.5166569,/controls/flight/elevator,-0.03092321831390365,S
1607534970.1112201,/velocities/vertical-speed-fps,2.940023422,G
1607534970.1132398,/controls/flight/elevator,-0.0311173647657352,S
1607534970.5112302,/velocities/vertical-speed-fps,2.96349597,G
1607534970.5131073,/controls/flight/elevator,-0.03135851232376531,S
1607534971.110373,/velocities/vertical-speed-fps,2.996073723,G
1607534971.1123714,/controls/flight/elevator,-0.031547077637254575,S
1607534971.510119,/velocities/vertical-speed-fps,3.017947435,G
1607534971.5120904,/controls/flight/elevator,-0.031780098571272106,S
1607534972.1103454,/velocities/vertical-speed-fps,3.048087597,G
1607534972.1123743,/controls/flight/elevator,-0.03196517027884603,S
1607534972.510064,/velocities/vertical-speed-fps,3.068243742,G
1607534972.5120926,/controls/flight/elevator,-0.032191722788172034,S
1607534973.1090152,/velocities/vertical-speed-fps,3.09598732,G
1607534973.1110485,/controls/flight/elevator,-0.03237418173751468,S
1607534973.5092087,/velocities/vertical-speed-fps,3.114603996,G
1607534973.512163,/controls/flight/elevator,-0.032594446595423786,S
1607534974.1099758,/velocities/vertical-speed-fps,3.140266895,G
1607534974.1119428,/controls/flight/elevator,-0.03277373920982528,S
1607534974.5105162,/velocities/vertical-speed-fps,3.157622576,G
1607534974.51249,/controls/flight/elevator,-0.03298727397644493,S
1607534975.1081922,/velocities/vertical-speed-fps,3.181636572,G
1607534975.1101696,/controls/flight/elevator,-0.03316212406796734,S
1607534975.5086749,/velocities/vertical-speed-fps,3.197878361,G
1607534975.5107024,/controls/flight/elevator,-0.03336897461078429,S
1607534976.1121602,/velocities/vertical-speed-fps,3.22046566,G
1607534976.1141598,/controls/flight/elevator,-0.03353901561918564,S
1607534976.5091488,/velocities/vertical-speed-fps,3.23587513,G
1607534976.5111349,/controls/flight/elevator,-0.03373846495833232,S
1607534977.1102445,/velocities/vertical-speed-fps,3.257351637,G
1607534977.1142764,/controls/flight/elevator,-0.033902741602137264,S
1607534977.5079827,/velocities/vertical-speed-fps,3.271932125,G
1607534977.5099747,/controls/flight/elevator,-0.034095323281486525,S
1607534978.107782,/velocities/vertical-speed-fps,3.292257071,G
